Agency,State,created on,Amount,Fee,Modified on,Total,misc notes
CO Agency 19_SN only,CO,2020-04-30T18:12:34Z,150.00,8.25,2020-04-30T18:15:24Z,158.25,
CO Agency 19_SN only,CO,2020-04-30T18:12:34Z,150.00,8.25,2020-04-30T18:26:42Z,158.25,
CO Agency 19_SN only,CO,2020-04-30T18:12:34Z,150.00,8.25,2020-04-30T18:27:37Z,158.25,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T01:51:46Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:02:39Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:03:36Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:18:23Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:23:46Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:41:36Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T02:45:00Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-01T12:46:34Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-18T19:06:26Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:00Z,25.00,1.38,2020-05-18T19:09:23Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:23:32Z,50.00,2.75,2020-05-01T01:53:34Z,52.75,
CO Agency 19_SN only,CO,2020-04-30T18:23:32Z,50.00,2.75,2020-05-01T02:03:35Z,52.75,
CO Agency 19_SN only,CO,2020-04-30T18:23:32Z,50.00,2.75,2020-05-05T16:00:52Z,52.75,
CO Agency 19_SN only,CO,2020-04-30T18:24:08Z,25.00,1.38,2020-05-01T01:55:12Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:24:08Z,25.00,1.38,2020-05-01T01:57:37Z,26.38,
CO Agency 19_SN only,CO,2020-04-30T18:24:43Z,50.00,2.75,2020-05-05T16:00:34Z,52.75,
CO Agency 19_SN only,CO,2020-04-30T18:29:00Z,100.00,5.50,2020-05-05T16:00:16Z,105.50,
CO Agency 19_SN only,CO,2020-05-05T16:02:15Z,25.00,1.38,2020-05-18T23:49:01Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:02:15Z,25.00,1.38,2020-05-18T23:51:21Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:03:09Z,25.00,1.38,2020-05-18T23:51:42Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:03:09Z,25.00,1.38,2020-05-18T23:52:49Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:03:38Z,25.00,1.38,2020-05-18T23:53:08Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:03:38Z,25.00,1.38,2020-05-18T23:53:57Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:04:07Z,25.00,1.38,2020-06-04T20:55:49Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:04:07Z,25.00,1.38,2020-06-04T21:08:29Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:04:42Z,25.00,1.38,2020-06-04T20:56:28Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:04:42Z,25.00,1.38,2020-06-04T21:11:31Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:04:42Z,25.00,1.38,2020-06-04T21:13:33Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:05:05Z,25.00,1.38,2020-06-08T18:10:52Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:05:05Z,25.00,1.38,2020-06-08T18:11:42Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:05:29Z,25.00,1.38,2020-06-28T13:57:39Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:05:29Z,25.00,1.38,2020-06-28T13:58:25Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:06:05Z,25.00,1.38,2020-07-09T19:12:05Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:06:05Z,25.00,1.38,2020-07-09T19:12:41Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:07:14Z,25.00,1.38,2020-07-23T18:17:30Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T16:07:14Z,25.00,1.38,2020-07-23T18:18:50Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:05:43Z,25.00,1.38,2020-07-23T18:18:50Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:05:43Z,25.00,1.38,2020-07-23T18:19:24Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:06:06Z,25.00,1.38,2020-07-23T18:21:04Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:06:06Z,25.00,1.38,2020-07-23T18:21:49Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:06:37Z,25.00,1.38,2020-07-23T18:21:49Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:06:37Z,25.00,1.38,2020-07-23T18:22:13Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:03Z,25.00,1.38,2020-07-24T14:31:54Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:03Z,25.00,1.38,2020-07-24T14:34:39Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-27T23:51:16Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-27T23:58:09Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-27T23:58:41Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-28T00:52:49Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-29T18:46:17Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:25Z,25.00,1.38,2020-07-29T18:46:56Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:47Z,25.00,1.38,2020-07-28T00:01:15Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:07:47Z,25.00,1.38,2020-07-28T00:04:21Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:08:09Z,25.00,1.38,2020-07-28T00:06:41Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:08:09Z,25.00,1.38,2020-07-28T00:08:17Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:08:31Z,25.00,1.38,2020-08-10T05:54:38Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:08:31Z,25.00,1.38,2020-08-10T05:56:54Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:08:52Z,25.00,1.38,2020-09-15T17:16:28Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:09:12Z,25.00,1.38,2020-09-15T19:11:27Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:09:32Z,25.00,1.38,2020-09-15T19:12:43Z,26.38,
CO Agency 19_SN only,CO,2020-05-05T17:10:02Z,25.00,1.38,2020-09-23T18:12:50Z,26.38,
FL Agency 2_SN only,FL ,2019-08-23T21:50:16Z,60.00,3.30,2020-04-08T23:03:43Z,63.30,this agency closed in 2020
FL Agency 2_SN only,FL ,2019-08-30T02:55:50Z,45.00,2.47,2020-05-30T16:35:04Z,47.47,
FL Agency 2_SN only,FL ,2019-08-30T02:55:50Z,45.00,2.47,2020-05-30T16:35:45Z,47.47,
FL Agency 2_SN only,FL ,2019-08-30T02:56:41Z,45.00,2.47,2020-05-30T16:45:09Z,47.47,
FL Agency 2_SN only,FL ,2019-08-30T02:56:41Z,45.00,2.47,2020-05-30T16:50:31Z,47.47,
FL Agency 2_SN only,FL ,2020-04-08T23:05:14Z,40.00,2.20,2020-05-12T23:20:56Z,42.20,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2019-11-23T13:14:34Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2019-11-23T23:12:36Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2019-11-25T15:22:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2020-01-29T19:27:09Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2020-01-30T00:14:12Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2020-02-01T14:59:39Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:25:59Z,45.13,2.48,2020-02-01T15:00:32Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2019-11-23T13:15:11Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2019-11-23T13:15:41Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2019-11-23T23:12:19Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-01-29T19:27:44Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-01-30T00:14:11Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-02-19T01:46:43Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-02-20T20:01:28Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-02-21T22:53:13Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-02-22T00:30:05Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:26:34Z,45.13,2.48,2020-03-25T19:14:21Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-01-29T19:28:48Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-01-30T00:14:11Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-02-21T22:53:30Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-02-22T00:30:00Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-03-25T21:33:15Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-03-26T02:06:24Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:16Z,45.13,2.48,2020-04-11T20:12:01Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-02-21T22:53:50Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-02-22T00:29:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-03-25T21:33:37Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-03-26T02:06:24Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-11T20:15:02Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-11T22:45:11Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-14T20:11:38Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-29T14:12:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-29T14:23:42Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-29T14:24:03Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-29T15:05:42Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T17:12:21Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T17:22:54Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T17:33:13Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:09:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:32:14Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:32:39Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:42:46Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:42:56Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:59:16Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T19:59:44Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T20:25:08Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T20:25:41Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:04:57Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:16:13Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:26:18Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:26:30Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:36:40Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:36:58Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-04-30T21:51:33Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:16:29Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:26:33Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:29:35Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:47:31Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:48:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:58:19Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T00:58:51Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T02:03:49Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T02:04:06Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-01T19:23:05Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-04T12:56:33Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-04T13:18:58Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-04T13:30:40Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-05-04T13:44:45Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-06-09T20:40:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:27:54Z,45.13,2.48,2020-06-09T20:41:53Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-02-21T22:54:17Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-02-22T00:29:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-03-25T21:33:54Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-03-26T02:06:24Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-04-11T20:15:18Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-04-11T22:45:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-04-14T20:11:38Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-04-29T14:15:51Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:00Z,45.13,2.48,2020-04-29T14:17:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-02-21T22:54:58Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-02-22T00:29:54Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-03-25T21:34:24Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-03-26T02:06:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-11T20:15:39Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-11T22:45:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-14T20:11:38Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-29T14:16:15Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-29T14:26:32Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-29T15:05:42Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T17:12:45Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T17:22:48Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T17:23:17Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T17:34:02Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:09:36Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:32:14Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:32:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:43:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:43:24Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T19:59:16Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:16:36Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:26:43Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:26:59Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:37:49Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:38:02Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-04-30T21:51:33Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T00:16:50Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T00:29:16Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T00:48:27Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T00:58:30Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T00:59:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T02:03:49Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T02:04:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T19:22:48Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-01T19:23:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-04T12:56:32Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-04T13:19:15Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-04T13:30:22Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-04T13:31:07Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-05-04T13:44:45Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-07-01T12:04:00Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:29:47Z,45.13,2.48,2020-07-01T12:04:34Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-02-21T22:55:22Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-02-22T00:29:47Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-03-25T21:34:40Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-03-26T02:06:23Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-11T20:16:19Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-11T22:45:10Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-14T20:11:37Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-29T14:16:38Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-29T14:26:45Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-29T14:26:52Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-29T15:05:42Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T17:13:26Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T17:23:30Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T17:23:47Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T17:34:02Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T19:09:57Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T19:32:14Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T19:33:28Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T19:46:53Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T21:17:47Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T21:28:12Z,47.61,
MD Agency 1_SN only,MD,2019-09-18T20:30:17Z,45.13,2.48,2020-04-30T21:38:21Z,47.61,
